place_id;keywords;country;city;location_name;location_address;lat;lng;location_rating;blog_url;location_google_types;postcode;photo_uri
ChIJew8hTSmWyFYRynqXGz92nE8;Indigenous art, murals;US;Anchorage;Covenant House Alaska;755 A St, Anchorage, AK 99501, United States;612.150.417;-1.498.825.468;03. Sep;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;point_of_interest,health,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q7hE2MwCAQm-uC-UMAJ4vOvmTSLQrfBWCfC2Lc2fmwdXr_kw-XkfNW35ZzM_CATTKJG7962eR9nyJBYsAsATlSwJ5lPEr-ECiRNLbH1thPyuULzuvO3usKEPEWtxztqNl1DnAya_Oa-rs8TBWOW_K6xJ11yw0nEbXi8N3OKubO4TvYH&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJf0leiOyPyFYRN9NBASlKdGw;hiking;US;Anchorage;O'Malley Peak;O'Malley Peak, Anchorage, AK, United States;611.002.778;-1.495.825.001;5.0;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;natural_feature,establishment;;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4xuGaj9CUJsjgrwvQhaEvroEJnv--o0mS1J3P-DwqL1QPd-EnmKuZClQG9EBnyWGUOBoPVfu7tC6iNJxArPCQhJKp5qHjvjX2mcS5X6irs51eJ9t-WJ7XKv9wiYxse3cjdjBDzRQ6-xl8rXAgQ4Pp4jjQo_Ou1EcYRsyaoWy2gAMQ_&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJhwSSWNCZyFYRVC8_E8ksiBI;;US;Anchorage;Dimond Center;800 E Dimond Blvd, Anchorage, AK 99515, United States;611.432.385;-1.498.683.978;04. Feb;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;shopping_mall,point_of_interest,establishment;99515;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q44qxPweDsRxUdrpvrcblzurrDtAiCH_p8yauWRdeUfB3Z5vWwFtR05c0g7CnYdsaDB4oPyWGumRVbHaWfl483DDT2Eq-W-1Am2Aao6CKnJct5M1VQNFbdJkLLlDsLiQF_EztDqqQATLIDUqhlsoH-ppltZrpi3QoATpe-2mREGdGp1&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJlXQaQveXyFYR16tTEQrBjXE;;US;Anchorage;Diamond Airport Parking;5401 Northwood Dr, Anchorage, AK 99502, United States;611.719.442;-1.499.278.108;03. Sep;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;parking,storage,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4NztFSTWvLxP7tHgeYmaCzkl2oi5OdPI3HdBL1xSUA8m-tHNmxCNRoCUto9hAEhyMrCKjgR9ahJRZZpTqeWQkDbbLzWnf-A3WNv298L0wsaQBEmgbeGwYlwIYB9ZwbwudOu7_rbmQ_goEmacn8Em5Q3rmd5Cea1SFT8Izz17NyHLZY&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJlyJhnX-9yFYRRzMsIlXFGbc;Seafood, seafood;US;Anchorage;10th & M Seafoods;1020 M St, Anchorage, AK 99501, United States;6.121.227.580.000.000;-1.499.063.614;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5mwWSyYMN4X-9CboC-hLDkjj-9CT5ESCGhlUcaslBvkOVB9VcDudT55NPDWXA9uBOKfX2z9aqvbM9q0w6ci5yTX0ysMwa9E4nOc4JVO-PHsPGfBaRi-D-0vI5rQ7pYkoCYEiM7hbk2JpuN5W7KZk-VlBmp1gnvGjGgGtG-Ff7a-wc&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJmRvjd5a9yFYRKp9oEFWUds8;Mexican, mexican, vegetarian;US;Anchorage;El Green-Go's;390 L St, Anchorage, AK 99501, United States;612.184.601;-1.499.043.181;04. Aug;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5IDFKcZaaPoYxz6wGceJA93dWEAwKAKvUJ36Em4wLTVnHHr3Ik2g4CSImPgU2VBvNJBXrPyPeE0Mj8pYbG2qroDifN7F1jTsINBdSrxzuwPbLQeAC_xEIDxo-FQO48r2hD85ei6d00Je9mwD0hmz4NUhaAfem1t2exXwSosg2DMBDM&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJn5_VXoG9yFYR9CeiXUVguBc;seafood;US;Anchorage;Simon & Seafort's Saloon & Grill;420 L St, Anchorage, AK 99501, United States;612.179.842;-1.499.043.854;04. Mar;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5NBY5_-dGYOPYLFhjW_WZ2OCqdDN7bw1Tf9cp38gvuRnwnQ0hYLhh2FuTgEgTWTMQOpqrbyJxVuEacLiyM5VB5_3FgIXWwedkqkqxqFgV2Lo7LBxlw-BcZdvTtl5GEwJBDB1MjLLhhMZ4--ZajDuOx-tpIGa7hbJc-fhrbFW9r9ghk&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJnaVbp1K9yFYRyaefNvkHj8k;Bear Viewing, Flightseeing;US;Anchorage;Rust's Flying Service;4525 Enstrom Cir, Anchorage, AK 99502, United States;611.790.866;-1.499.710.962;04. Jul;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;travel_agency,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q7PVtMgDqTMUPFVEfVFto0fJnFaj8Nh3GoVoWyOCf732bBfw7dXhRI2b0XxN1tr9dU7q07LRxr67cEX0BeHcXGepkDpWxRl8_1uYSVttk19iC9usuFkhtoQkymn2NMTnab0J0LV03N9Tz_qF-bTFOxW4D7jT4dMivGdKBGKBTRgJSgv&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJo4KFq2C9yFYR1xm_rygB5Kc;;US;Anchorage;Rustic Goat;2800 Turnagain St, Anchorage, AK 99517, United States;611.951.164;-1.499.356.201;04. Apr;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99517;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5sbEkD5p5dZvrqUS06cXqbToCTsUx_W6EHHJtCx8XaEu-Gp2koi1OPAg0wNE_0sWVF0N0LMWMbrplQURQQzUquNxBtW-sBh0KRIODWbOAA43hZZAuZL-U1XWySaaqfo-JTSQSJxz4vCZHwypxH0LgqrJHrAgBl7EONG-_t2n1s6bM3&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJoUUNNIG9yFYRT1rea_yflgI;Rooftop Bar, Viewpoint;US;Anchorage;Hotel Captain Cook;939 W 5th Ave, Anchorage, AK 99501, United States;6.121.799.559.999.990;-1.499.006.218;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;lodging,health,restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5uE7CSgQHbnDyZuBRnQvlId8WHwN_BLJ88Rf7V2chgilCirPMdVkSepHqoTsjipC_qH6zHDeQGS0IiGbaBTOOKZOBnveJjR5fQNrUbXGX8cxM9HmE2ClO7KMVf40bJjk9U7mt3relwtPB9bWSNgffpU300vCF5R-LRgqcMR-N1rSdz&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJoUUNNIG9yFYRePdi9vDW4DI;Cocktails, Viewpoint, city views, cocktails;US;Anchorage;Crow's Nest;939 W 5th Ave, Anchorage, AK 99501, United States;6.121.777.780.000.000;-149.9;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4AccbtGMpWQol-UxLhE-prnJgVhswXuT9YkF8iBtpRnlYtOXDj7m-xrfUTs-RMHEKJyvehantoNTNt-ifqz2NwlaBRaIhcPjqpaSHpDjCYZVLAD-30aynjbpkLpyIibTXwE5YhAkdYHAL4I6Miyh8K2JHMSrA_sXnOIg9SdlJKxhwx&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJoZidzimWyFYRTDE5R1ARLLo;DJs, Live Music, Music, live music;US;Anchorage;Avenue Bar;338 W 4th Ave, Anchorage, AK 99501, United States;6.121.842.469.999.990;-1.498.888.957;04. Feb;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;bar,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q6KmQOxXc7HxZZazt2l6fyIGOSIeCQoxToGBrpBo13plfgk7XeKfWlENPdTf5EdwLKD1qWmayCYQ5ur3gp3kYje6wY36S0HfhhNJC16gGCpvSW0z8e2SorQB5u55l6I-Qjs4i-oofuqH8VtdbA6zrxU38_DVlkp8k-v76ONKvgxJ7fE&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJqdKaa4e9yFYRqOMGHFAiCaM;geology, guided tour, history;US;Anchorage;Anchorage Trolley Tours;546 W 4th Ave, Anchorage, AK 99501, United States;6.121.834.249.999.990;-149.893.167;04. Aug;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;travel_agency,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q55uOqfbmwDmYVClH5S6Q_NnaVbSHwceODzEZm2q29cEilyqOyTS-_kLqm1pvuI5n5aP_hNddAO1qSLzgA2AG4ps7F-zTzcCZFoO0vFfUbRS30qXnC3b7BvsGZ8eSvq17EX0Cz0IIpHJ6nNl3IEtMqaWyKgbkWs46sTiy2mfW7nDmH9&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJs8ryw6-ayFYRJgDhFQTDEFM;Hiking, Viewpoint, bird watching, hiking, nature, views;US;Anchorage;Flattop Mountain;Flattop Mountain, Anchorage, AK, United States;6.109.055.559.999.990;-1.496.652.778;04. Aug;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;natural_feature,establishment;;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4CPX0yl8Y8oG3i6d-u_9MZqM4aMw_oqO19lVDCIyPxpLu15tRagOojy_s-XHPquji4aQF-mbh0yTR9ddx2WoM94tegzQFL3LlEGvkfdsxyW0Q2DMiES-Z8_y6QYhcFn72BkQqwCppDhxyTMDzfZlGPFgbaNsbPE5Ynh9GW7HOY9DqU&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJscKQVtmXyFYRPGdminCpVMk;;US;Anchorage;Kaladi Brothers Coffee;1340 W Northern Lights Blvd, Anchorage, AK 99503, United States;6.119.457.799.999.990;-1.499.084.589;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;cafe,food,point_of_interest,store,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4T2j5u2_C6tAw5oqRji4A2LgA4ZlDGI9iJYfhvcSGQLS2Tyb2q-xe5qqSBBQdtonGMs9JyVRuRTmynhcKqvgnuxAsHHt_zk32gMvRib1ttjPC8hkDCSUmeliMEk3FX5YJK4ZVh87cp-dEnEsNNgUayQOlwzfEALh_8gx2BwL-gT8zD&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJt1coxDqWyFYRVPQSajGsBr0;Burgers;US;Anchorage;Lucky Wishbone;1033 E 5th Ave, Anchorage, AK 99501, United States;612.178.566;-1.498.633.984;04. Apr;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5AIdw2WEb8Dzy9_P2EFQMDb1paO0I20KwgMtBwJ1aRnoq-yAEfpcWvIeM44fmbYbY7lSVPa8NOGi2ovxU-Zz7nvGb6zceBVnPKePN8JIRQ2CR9Lfkql1Q3uBnjN_yq7HaP75ei4QXg1tM6xWxARIwob5QlgxBud_H7Oax1bwjqZQAG&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJt5vPfA-YyFYRc-c1QODBeRA;oysters, seafood;US;Anchorage;Kincaid Grill;6700 Jewel Lake Rd, Anchorage, AK 99502, United States;6.115.994.169.999.990;-1.499.527.306;04. Aug;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;restaurant,food,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q50ij88hyTDGFr2h3EZPEpAS3DbXNRtvzxPmxc4lfHe9rh5luXegZbh8pwAw2xl1LE15StnoUYBB9FQ6G9ATpgwM4P1x8fhi-jTM5rwdyBO5Q86PLLvkdOV9PlX2QyQSGgIGXw23YfXiM5mXz6ePRW0QJYkHVcWI249Qn9vu1EhhfvD&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJtzLf8ieWyFYRxeVNqkOrh7o;Iditarod, carnival, cultural, reindeer racing, snow sculptures;US;Anchorage;Fur Rendezvous Snow Sculpture Competition;Anchorage, AK 99501, United States;612.223.087;-1.498.842.556;04. Jul;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q6Ks6lNGVyK_6gV0otVH4bVVgZZK6V8JEUiPIopMPBhHOUOWpcBmi0UqxJhLdd7OxzPxHLeE2WnUsc1lTI7-H2wbyM9o6MRsKnhbuYkxKXkJ7GE4zHYt7bVGlD_eNL8DZB63CkKLaRtoErOylOt4cyNMgtEavmERc8SOUmM44Ht4ONA&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJu3QRsm_ryFYRyENCVsdJzRI;conservation, educational, wolves;US;Eagle River;Wolf Song of Alaska;11471 Business Blvd, Eagle River, AK 99577, United States;6.132.433.099.999.990;-1.495.752.706;5.0;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;point_of_interest,establishment;99577;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q7IDiBb0itbOM7CPW69ltC6qTPEOtgfYtafvmCZi_C2Ba4EYWZSGB79bv6qNAy7ST1efZ1OwjA2VtzMAD4rfiLFErBKfPBPOqBJaPb0fq2LW7pZZe2LqGUmkCYDe2lsacRud-DWQGiS-9cOCMnBSt46NRM48ZocMG1Wigpe06EHjoGN&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJuX7ZUSO-yFYRB3IpQnaH1yU;;US;Anchorage;JBER Green Lake Chalet;18220 Fairchild Ave, Anchorage, AK 99506, United States;612.784.388;-1.498.333.508;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;point_of_interest,establishment;99506;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5jOawqwBAc94wrCVCMuvO9JaKYqT_ttOaqYWkECRL5dZfAbzcE4Zyt9XQcTpdgkLku1O4tr6jQoHDqjNn79y4p1oBf9WgGit24pUCRieIViioBoLw9DOhhfCpphF87LK29WacnislsY2GN6oF6DxtqiIpKAWSRQeu-ZBrosByKU_u-&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJw2hx-gDmyFYRByWjCIPQryQ;hiking, nature;US;Eklutna;Thunderbird Falls Trail;Thunderbird Falls Trail, Anchorage, AK 99567, USA;6.144.553.759.999.990;-1.493.657.452;04. Jul;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;route;99567;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5tVUiyx7otauOxzFhk7TtSAObDkATQJGHB8EDk6q1-KZPdKZnsgo6lSnuc7BH6qMSpsJE60At3E_35mcB233qvoNQKvYXxeFFK3CqKpITqRHj3Q2I6vttD3uVD2oA5JcJeb85y_YKrpDPKcysDQYaGEgQeGOUcRKMBmtEivVW23_QD&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJwVsaPoyXyFYR55hrojKClgA;;US;Anchorage;WooHoo! Ice cream;5881 Arctic Blvd, Anchorage, AK 99518, United States;611.675.431;-149.897.067;04. Sep;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;food,store,point_of_interest,establishment;99518;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q45d7Wb0t599o5fjhDN858sTnizXYwkm9wXoeeWVKkRDrGSccM1dv3jhap8qBmwIMSraMprXOapYKm6JwnIpVaK-X0kPJ_OVUDPZRUUu3Z6DGuTpcaR68ySIcfum87fCsnAhvMds0D-7tTg3X_rzgh6Q47CV3NJ-ALIUzsLILAyqnRn&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJwVzuiaijyFYRTzQpjUf1gZY;beach, picnic, views;US;Anchorage;Point Campbell Park;01041110000, Anchorage, AK 99502, United States;6.115.725.449.999.990;-1.500.691.394;04. Jun;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;park,tourist_attraction,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q43sbss2AAwSWiPkjUJe7HZoSWghkNVbQ9XQi7ePqLYO_6mz1RockMZ0mdAp8-3cXmPVvU763nM6VdDAe9KFeKj9qS4e9pQinxMNDrjp8xkeOLbwvQD95Zj7Uh2_TyJbw1YqUx-s28L-qoD2ILb5lHflDOcXaguPJFbBTYue1DPsXIx&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJy_aGscOXyFYRFrH_k3JqUOA;Macarons;US;Anchorage;Sweet Caribou;701 W 36th Ave #19, Anchorage, AK 99503, United States;611.883.046;-1.498.965.978;04. Aug;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;meal_delivery,bakery,store,food,point_of_interest,establishment;99503;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5X1kimv0xSMosTsGq_1myVLmpkpCFEaiOpKgqPxZeiF7XLGkvF3I_eWJYq3XrjyFc7zq8NbRWCAsjxgTxdNXj1YPlCIGO64u5AJTkTra7LCzp8EFL8fTwSlUtVQ8DIQUD-KIYRn19dD3ISPTJGhOE9CllhWOSexrC3ACE0uU-mwCD3&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJyxXi3CmWyFYR0QSX5WfoVhs;Asian Fusion, Cocktails, asian fusion, vegetarian;US;Anchorage;Ginger;425 W 5th Ave, Anchorage, AK 99501, United States;612.176.984;-1.498.904.992;04. May;https://curiositysavestravel.com/best-things-to-do-in-anchorage-alaska-local-recommendations/;night_club,bar,restaurant,food,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5ASMIi-2vuhSl37hFd0dM0cY9bN6dbhXQQ60yNwk9ycHKwye8SFGjdbQE-fRDImUavNHvz2lbN3fJuFpPpCnN6Gyzh6GStX7yg5XXpdTbzR7xB_Yat1a-C3Cg6v7Y2PYCPibfALhCGNv6OI4fS2zOzxX8E3y-KPQ9vSYIzeJgeU7SX&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJ5-bvc4WiyFYRitiZelonyGs;Japanese glass fishing floats, beach, sand dunes;US;Anchorage;Kincaid Sand Dunes Park;8200 Jodhpur St, Anchorage, AK 99502, United States;611.439.654;-1.500.239.115;04. Aug;https://www.westmarkhotels.com/blog/about-alaska/things-to-do-in-anchorage/;tourist_attraction,park,point_of_interest,establishment;99502;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q7YgnPr0-4reOsruoJ_Qau4sJh8HUwF6etmYV6pgUDQp9wHrZzrNYUqxFaOzdSPYifKXvSG3avXUxo8mva7FPgqq8rGIAF_vX0q2Lbhw5duW25J9HFQHAYH2OYJaDlix3rPP7tC-rNo3xL4kB_IsYioc9y3ZnXa93TD0oR1DtJN_XXO&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJOYTwFgq9yFYRw_aK-XCNAFg;Dena'ina artist, bronze sculpture, cultural preservation;US;Anchorage;Grandma Olga;25 Small Boat Launch Rd, Anchorage, AK 99501, United States;612.254.047;-1.499.056.482;04. May;https://www.westmarkhotels.com/blog/about-alaska/things-to-do-in-anchorage/;point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q78_zFAdeve8NVaB6-J0dxhG4PxJFSrZyn2SfDaPpTwuBhWTRm4ruitpojI1jL8LdMwYiq85Y_4a9fBKDRu_6geKDOlS-kOvUWwfmxayhGIxl4EplGrEgqorQMfItnja0zTP8zjxinelPfEc57lgUllw-EPYGJr-fe-nY_3EmBgD4m7&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJP-mqa6UMyFYR9H38x2090-k;rail, road;US;Anchorage;Anton Anderson Memorial Tunnel;Anton Anderson Memorial Tunnel, Alaska, USA;607.840.533;-1.487.681.361;;https://www.westmarkhotels.com/blog/about-alaska/things-to-do-in-anchorage/;route;;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q6cWmdBErB7ppy3yCITMYGHDSlFv1E2y3qk6fuXngeqT6ydPAuu9K6r8k-0LD46v58Qc8ZmMOxlkebR6i4E7AB6UCqrST3BiEqK3G-yaMzeWMaadfhcpRtWhYVF9DFuI6IMjqSPAVRaYt8FQq_Z6SjyFJV8qMsSVU3ovO6-BhixbSM6&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJb6tTqSmWyFYR7I7vca5vymM;history, law enforcement;US;Anchorage;Alaska Law Enforcement Museum;245 W 5th Ave Ste 112, Anchorage, AK 99501, United States;612.177.071;-1.498.862.104;04. Jun;https://www.westmarkhotels.com/blog/about-alaska/things-to-do-in-anchorage/;museum,tourist_attraction,police,store,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4s5lGzYgIp8g6irjRWwS0SgxMqN7dAyxmy-xm6KWkMhF0AKpJ3tqEreqxIkUYmmaRC54w30OLilSsO7GoAdHsSDsju4fjRgYF6d8hM_ORA-Hi8KkUCjAJxGhgXpI4--3gii-vrfUm7yg9g6aWicyv_egfs8iFlHnh9emClSDn86BUW&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJvdd0M4G9yFYRke_Dce4GqlU;Athabaskan, Russian Orthodox, Spirit Houses;US;Anchorage;Eklutna Historical Park;Eklutna Village Rd, Chugiak, AK 99567, United States;61.460.391;-1.493.615.634;04. Mar;https://www.westmarkhotels.com/blog/about-alaska/things-to-do-in-anchorage/;tourist_attraction,point_of_interest,establishment;99567;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q4Yh0cwvjBEJGyb4g33jvcYXtVBRhR9y8WR7u3mk_ek3AWFb2ovWIAevu-Y4J-mwhbakG_04EGXmscNXJGT6CFKpJmTAkI53_-NJXCwJW7tDP6FoHrP415ckc3HbtK9jcorZ_hX33wSKWLwGyXjRh0Xt7JNvrBGxqYcWkOv7q_Tw0g_&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJ4TreF-u9yFYRVMxyI_pG270;reindeer;US;Anchorage;Star the Reindeer;840 W 10th Ave, Anchorage, AK 99501, United States;6.121.250.190.000.000;-1.498.991.484;04. Jan;https://www.valisemag.com/things-to-do-in-anchorage/;tourist_attraction,point_of_interest,establishment;99501;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q5eEd0-FqhwmvfRxkuThFv7Vvt9FOxuzJAKJ81q3kzWnuUHUKjjLAQbRyDdJXNPWyo_bABAEfQLk2lOwnozzLL9gmkq0rIRHzROK5paKD9PKjjX_qiHaRun29AUNYm68n4CW1y1eGK23Wa530IWNSiRn-XuABBDU_D0dZap5ZLP2_fD&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJ4xkIcnKayVYRGtKjLWkPUEE;glacier tours, hiking;US;Palmer;MICA Guides;31090 Glenn Hwy, Chickaloon, AK 99674, United States;617.966.673;-1.477.736.704;04. Sep;https://www.valisemag.com/things-to-do-in-anchorage/;travel_agency,point_of_interest,establishment;99674;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q6UzyHSdq-OC9rms9teP_kFXy7CFnEazp96O-DoOkGPVghXZ91NmzPD2LlPR2LVCohKs6srVRXPktRS43xnrfXsErTuxdvXq6CxBHv90UWHWqP85CAIcDLAu7sZU91aeF3Doe6dPH2EqIGA1IsBXNOHQjtUtG_C0-w3PYr8TJVaQxaa&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
ChIJ51Mtur6VyFYRMhY2Pr0T2mg;cultural exhibits, trail, walking trails;US;Anchorage;Lake Tiulana;Anchorage, AK 99504, United States;6.123.356.279.999.990;-1.497.154.764;04. Apr;https://www.valisemag.com/things-to-do-in-anchorage/;park,point_of_interest,establishment;99504;https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&maxheight=400&photoreference=AXCi2Q7nfKXaZ7RsD4iro1cM6rTcwppie_nk2UIAxCA2ktOOcpuVg_GKsZC8got4Zp6p8UH9i1jOJRp_ItX5Jt_Icq4gwbR-h3Q02mh6m4sbIGCPWLUijqVyEfm5hQpe0QvNcSWk4MvObK-KHeYIV3NXYZyV1nVRuOZ7dStYzgc6RMFihY9R&key=AIzaSyCZB9iu6m-_FZZYpQhzk2ZBavfLo9rYEnk
